,full_text,sentiment
1095,Kan ada stasiun mrt ya bisa lewat bawah kalo gamau kepanasan dan kehujanan,positif
1096,Pengen duduk di kursi pojokan mrt tapi gabisa tuh kenapa ya? Bukan prioritas ya?,netral
1097,ac mrt sungguh penyelamat cuaca panas ini,positif
1098,WTF MRT INI 10 KALI DAH BUKA TUTUP PINTU,negatif
1099,kocak bgt di mrt dapat airdrop random,netral
1100,merasa cool saat jalan di dalam mrt yg padat.,netral
1101,Hari ini lengkap menamatkan transportasi publik; bus-mrt-lrt-angkot-gojek.,netral
1102,naik MRT bisa pakai kartu KRL ga? soalnya ga punya mau beli tanggung,netral
1103,Kalo naik MRT suka pengen duduk di sini paling pojok tapi baru sadar aku bukan prioritas.,netral
1104,W salut bgt sama pegawai MRT setiabudi buset ini stasiun segede ini AC nya kenceng banget kaga pada masuk angin u semua?????,positif
1105,Hari ini muka w sedih banget kali ya pulang pergi naik mrt ditawarin duduk mulu sama orang2,netral
1106,mau sungkem sama yang ngide bikin tomoro di stasiun mrt benhill,positif
1107,mrt nyusahin fakkk knp gabisa bayar di aplikasi pake qris/spay/gopay anjenggg,negatif
1108,Duduk di MRT dimana lu bisa liat Sara Fajira masuk dan duduk di seberang lu lalu asyik dengan hapenya dan orang-orang gak memperhatikannya.,netral
1109,Pulang naik MRT setengah jam sampai siap berbuka di rumah.,netral
1110,Ih ngapain coba bikin sistem MRT? Mahal-mahal tapi nggak bisa nikmatin pemandangan soalnya bawah tanah. Nih transportasi masa depan. Direncanakan bulan Syawal besok udah beroperasi.,negatif
1111,Salah satu penyebab terlambat naik MRT,netral
1112,kekny ini kali pertam aku naik mrt jg,netral
1113,Akhirnya MRT menyelamatkan gw.,positif
1114,Dalam kunjungan kerja singkatnya ke MRT Jakarta Direktur Operasi dan Pelayanan Delhi Metro Rail Corporation Ltd. Dr. Amit Kumar Jain terkesan dengan upaya MRT Jakarta dalam melayani pelanggannya sehingga mendapatkan nilai tinggi dalam survei kepuasan pelanggan yang dilakukan,positif
1115,sumpah malu bgt salah tap di way out MRT,netral
1116,Tadi di MRT ada bule badannya kaya bear gemas gitu mana kumisnya tebal ala mas Adam,netral
1117,hari ini bnr bnr sial sampe ended up gabisa nahan nangis di mrt,netral
1118,kapan mrt rute nya sampe cibubur ya,netral
1119,MRT Jakarta baru ada satu. Kalo nggak hafal juga ya kebangetan,netral
1120,HI Senayan bukannya make MRT aja,netral
1121,kartu krl yg item bisa dipake untuk naik mrt ga,netral
1122,Aku cuma bisa naik MRT.,netral
1123,Hopefully lrt shah alam nanti byk parking bukan mcm mrt putrajaya kedekut parking,negatif
1124,MARI NAIK MRT FYI AJA GW GK PERNAH NAIK MRT ANJROT LRT DOANG PERNAH,netral
1125,Menikmati perjalanan dengan transportasi umum hari ini setelah skip bertahun-tahun. Bisa naik Transjakarta JakLingko dan MRT yang cuma butuh 1 kartu aja tuh keren sih.,positif
1126,reply mengandung asumsi masing-masing. tapi yg bikin ngakak adalah beberapa pengguna krl/mrt menganggap di semua kereta gk boleh makan padahal ada gerbong makan,netral
1127,MRT Jakarta beroperasi pada hari Sabtu dan Minggu/hari libur nasional mulai pukul 05:00 24:00 WIB dengan jarak antar kereta 10 menit.,netral
1128,Hai Kak. Dapat kami informasikan MRT Jakarta beroperasi pada hari kerja mulai pukul 05:00-24:00 WIB dengan jarak antar kereta 5 menit pada jam sibuk dan 10 menit pada jam tidak sibuk. (1),netral
1129,Nggak perlu bikin MRT sampai BSD. Mendingan sambungin aja itu Stasiun MRT Lebak Bulus dan Stasiun Kereta Pondok Ranji dengan bangun MRT misal. Cuma 4.3 KM tuh,netral
1130,kita suka naik mrt tapi penat gila nak mampus,positif
1131,Pernah gak lo keluar dari MRT tapi gak mau langsung balik dan milih duduk dulu di depan peron? Gak ngapa-ngapain. Cuma pengen duduk. Napas. Cerna hari. Ngeliatin MRT bolak-balik dan orang keluar-masuk dengan pikiran dan urusannya masing-masing.,netral
1132,Minimal sekali seumur hidup cobain manfaat bahasa isyarat ngobrol di MRT tanpa ganggu orang,netral
1133,Operasional MRT Jakarta di hari kerja adalah pukul 05.00-24.00 WIB dengan selang waktu 5 menit di jam sibuk dan 10 menit di jam normal. Sedangkan di akhir pekan/hari libur adalah pukul 05.00-24.00 WIB dengan selang waktu 10 menit.,netral
1134,Masih pagi udah liat orang cipokan aja di mrt,netral
1135,pamer seharian jalan jalan naik mrt sama mam chigo dapet cashback banyak,netral
1136,wow super bangga mrt,positif
1137,Seandainya semua transportasi Jakarta MRT semua alangkah enaknya. Soalnya adem,positif
1138,GW SALAH NAIK MRT.,netral
1139,Dirut MRT Jakarta ternyata pengen disincentivize parking di dalem kota let's go,positif
1140,Makanyaa naik transportasi umum macam BRT MRT LRT KRL biar ga perlu uang bensin uang parkir cape nyetir cape nyari parkir,positif
1141,Mulaikan pagi anda dengan masalah MRT.,negatif
1142,kalo dari halim untuk akses kayak ke jakarta kotanya gitu bisa naik mrt kah? Atau gmn ya guys?,netral
1143,gua pernah pulang naik mrt dr gi eh ternyata gua br inget gua bawa motor anj,netral
1144,Tapi jujur mending perbanyak mrt/lrt daripada tj karena TJ tuh banyak yang pakai jalur yang sama kaya mobil pribadi = tetep macet,positif
1145,mana nih jingle cowo gw GW UDH DI MRT KNP GK ADA!,netral
1146,Kirain cuma gw doang yg kepanasan dan keringet ngucur. Ternyata orang lain juga MRT apa ga mau pasang kipas angin di stasiun2 atas,negatif
1147,sumpah mati ini horror bgt kaki gue pernah kesangkut di platform gap mrt senayan,negatif
1148,Besok kan meeting di office 18 sebaiknya kita besok ke kantor naik busway aja trs mrt an. Daripada pulangnya malem harus ke blok m lagi,netral
1149,eh dari CGK ke UI bisa pake transportasi umum ga? kayak MRT gitu?,netral
1150,Ini gaada tutorial buat naik krl sama mrt kah khususnya baca jalurnya ? Tiap hari kesasar mulu jnck,negatif
1151,aneh gak sih kalo dateng kondangan naik mrt????,netral
1152,Kenapa har ini ktm mrt semua lambat,negatif
1153,Pembangunan MRT Jakarta Fase 2 Terus Dikebut,positif
1154,guyss maaf mau nanya kalo dr stasiun pondok cina mau ke fx sudirman itu transitnya dimana aja yaa? (naik transjakarta/mrt),netral
1155,dri harjamukti ke blok m naik lrt lanjut mrt kalo isi emoney 50k buat pp cukup ga ya?,netral
1156,Kalo rute KRL tangsel-ke Bekasi timur itu gimana ya guys? Atau lebih gampang naik MRT terus lanjut lrt aja? Makasih,netral
1157,Kalo selama di mrt sampe berdiri tandanya warga emang lagi rame,netral
1158,Selama jalan pulang heran tumben banget jam 10 tapi MRT dan jalan sepi bgt. Vibesnya kayak udah jam 12 malem.. terus baru sadar ternyata orang2 lagi nobar yaa,netral
1159,minn kira-kira tanggal 18 Mei kan ada dua konser tuhh di GBK bakal extend nggak ya jam operasionalnyaa MRT?,netral
1160,Ada yang naik mrt dari blok m? Aku rencana dari tj ciledug nyambung mrt blok m aja kalo ada aku mau bareng dong,netral
1161,Nah gini nih MRT... Senin siang panas di luar sepi dan adem di dalam.,positif
1162,Kami himbau agar Kakak tiba lebih awal 30 menit ya. Untuk informasi jadwal keberangkatan kereta Kakak dapat kunjungi website MRT Jakarta,netral
1163,Masih menjadi misteri kenapa kalo di MRT semua bisa rapi antri tertib ya? Mau masuk hingga keluar gak ada vibes senggol bacok.,positif
1164,Ngeri jg kecelakaan Besi di MRT Jakarta tadi,negatif
1165,Layanan MRT Jakarta telah normal kembali.,netral
1166,MRT Sudah Normal ya!,netral
1167,SYUKURAN MRT JAKARTA BEROPERASI NORMAL,netral
1168,MRT Jakarta kembali beroperasi Kami siap mengantarkan dengan aman nyaman dan tepat waktu. Mari gunakan MRT Jakarta sebagai moda transportasi mobilitas Teman MRT,positif
1169,Dapat videonya pas kereta MRT lewat di tkp insiden material jatuh dari crane. Serem sampai ngeluarin percikan api pas crash. Kayaknya kena di bagian mesin bawah.,negatif
1170,MRT beroperasi lagi pagi ini tiket perjalanan kembali tersedia di Aplikasi JakLingko ya,netral
1171,Ayo gerebek orang-orang yang ke kosan gara-gara MRT tutup,netral
1172,Operasional MRT Jakarta Ditutup Total Imbas Jatuhnya Alat Berat ke Lintasan: PT MRT Jakarta (Perseroda) menutup total operasional imbas insiden jatuhnya material konstruksi dari proyek pembangunan gedung Kejaksaan Agung di jalur kereta.,netral
1173,Separah itu efek down MRT sore ini. Seketika penjualan toko² dan resto sekitar stasiun MRT langsung kena dampak. Omset anjlok. Semoga bisa normal kembali tadi kasian jg banyak yang susah dapet ojol.,negatif
1174,Ini mrt gabisa diakses terus gueh kalo mau ke blok m naik apa yah,negatif
1175,Besi Proyek Timpa Rel MRT Polisi: Tidak Ada Korban Jiwa,netral
1176,smg mrt bsk dah beroperasi,netral
1177,MRT udah beroperasi lagi ya Ankers...,netral
1178,Imbas Besi Proyek Jatuh di Perlintasan Operasional MRT Dihentikan,netral
1179,Ya allah merinding baca berita ada musibah dijalur MRT jakarta Baru beberapa hari kmrin habis pake MRT,netral
1180,Ohh ini tadii makanya gue gabisa ke GI naik mrt,netral
1181,Crane Jatuh di Jalur MRT Operasional Dihentikan Sementara,netral
1182,MRT udah beres belum ya? kalau belum kebayang besok pagi berangkat kerja macetnya kayak apa .,netral
1183,Salut buat tim MRTJ yg langsung membersihkan jalur td malam Mengutuk kontraktor proyek yg gagal menjalankan prosedur safety jd nyusahin orang banyak Dipikir2 ini 'untung' ada jalur MRT jd jatuhnya ke situ. Kalo nggak itu jatuh ke jalan bisa ada korban jiwa org yg lewat,positif
1184,Evakuasi Material Besi yang Timpa Jalur MRT ASEAN-Blok M Tuntas Terlaksana: PT Hutama Karya (Persero) telah menyelesaikan evakuasi material besi di jalur Stasiun MRT ASEAN menuju Stasiun Blok M Jakarta Selatan.,netral
1185,Finally suara MRT udah terdengar dari kamar gw berarti besok udh lancar,netral
1186,Bener juga ya? Gak sedikit loh yang turun TJ/CL masuk MRT langsung adem ayem.,positif
1187,MRT ternyata sengaruh itu buat Sudirman-Thamrin gila hari ini off MRT imbasnya jadi macet dan susah cari transport lain.,positif
1188,Penyebab Besi Proyek Jatuh di Lintasan MRT Jakarta,netral
1189,iya lagi pas pertama kali naik mrt kek wanjay keren amat ini pada ngantri rapi bener trus kayak oh wooowwww berati aku harus gini juga,positif
1190,Udah mulai kedengeran suara mrt lewat lagi udah beroperasi lagi ya,netral
1191,MRT Jakarta sudah beroperasi kembali ya Teman FDTJ!,netral
1192,warga jkt (termasuk gw) emang cinta banget sm mrt,positif
1193,MRT Jakarta Fokus Recovery Layanan usai Insiden Material Proyek Jatuh,netral
1194,REAL! org yang ngantri di mrt lebih rapih drpd krl. aku kaget pas naik mrt wkwkw,positif
1195,101 Bus Transjakarta Dikerahkan Antisipasi Dampak Terhentinya Operasional MRT,netral
1196,MRT Jakarta Beroperasi Kembali Hari Ini Usai Insiden Crane Jatuh,netral
1197,Hai Kak. Terima kasih atas apresiasinya ya. Semoga MRT Jakarta tetap dapat memberikan kenyamanan.,positif
1198,Alhamdulillah terima kasih atas kerja cepatnya MRT!,positif
1199,Hai Kak. Untuk operasional MRT Jakarta sudah bisa digunakan kembali ya Kak. Untuk informasi terbaru terkait operasional MRT Jakarta Kakak bisa melakukan pengecekkan di kanal media sosial resmi kami. Terima kasih.,netral
1200,PT MRT Jakarta (Perseroda) menutup total operasional imbas insiden jatuhnya material konstruksi dari proyek pembangunan Gedung Kejaksaan Agung RI,netral
1201,Layanan operasional MRT Jakarta berhenti sementara sejak Kamis 30 Mei 2024 sore akibat material crane jatuh di depan kantor Kejaksaan Agung,netral
1202,MRT Jakarta Minta Maaf Usai Operasional Terhenti Akibat Insiden Besi Jatuh di Perlintasan,netral
1203,besok kerja. MRT masih error. fuck.,negatif
1204,MRT Jakarta Hari Ini Beroperasi Normal Usai Jalurnya Kejatuhan Besi Proyek Kejaksaan Agung,netral
1205,Hai Kak. Saat ini operasional MRT Jakarta sudah berjalan normal ya. Pantau terus media sosial kami untuk informasi terbaru ya. Terima kasih.,netral
1206,Hai Kak. Kami informasikan untuk MRT Jakarta sudah beroperasional normal ya. Jika ada perubahan informasi maka akan diinformasikan melalui media sosial kami ya. Terima kasih.,netral
1207,Makanya pulang2 tuh bingung Kenapa stasiun mrt semua ditutup Terjadi tragedi tah,netral
1208,MRT Jakarta sempat menghentikan operasional imbas insiden besi proyek terjatuh di jalur kereta. Pagi ini MRT telah beroperasi normal.,netral
1209,selamanya akan sangat amat teramat jatuh cinta sama Transjakarta deket ataupun jauh cuma 3500 bisa senyaman ini kayak... WOW gw bisa tidur tenang krn sangat smooth hohoho ayo naik tj for a better life,positif
1210,Sahabat TiJe mohon maaf apabila perjalananmu terganggu. Kamu dapat cek informasi penyesuaian beberapa nama halte Transjakarta,netral
1211,Terima kasih Pak basuki btp telah membuat Transjakarta Koridor 13 dan Pak anies baswedan buat transit hub CSW dan tarif integrasi,positif
1212,Halo Sobat Kopaja! Transjakarta menghentikan layanan 7E (Kampung Rambutan - Ragunan) per tanggal 2 Februari 2024.,netral
1213,Warga Jakarta simak informasi terkait peta terkini 14 koridor Transjakarta ini ya! Kalian juga dapat melihat rute lengkapnya di https://t.co/j9MJu24WPf serta lihat juga perubahan nama haltenya pada https://t.co/1jqT5xbsUb.,netral
1214,Lagi poop di wc halte transjakarta BNN digedor-gedor diintip-intip siapa yang ga kesel keluar wc dibilang lama amat mas gue lagi berak anjing. 5 menit lama darimana coba.,negatif
1215,Ketika era awal Transjakarta masih pada kagok dengan jalur bus pas nyetir malam-malam karena keterbatasan rambu/tanda,negatif
1216,Pagi @PT_Transjakarta Lapor bis bocor persis di jendela samping tempat saya duduk. Terima kasih.,netral
1217,pegangan transjakarta copot pas lgi ngerem anjink rapuh bat hampir nyusruk gua sialan,negatif
1218,Bus transjakarta,netral
1219,Sebelum era pak Anies ga tpikir halte transjakarta akan jadi sekeren ini. Design-nya spektakuler ada tenant buat nongkrong dan belanja sambil nunggu TJ ada fasilitas musola dan toiletnya dan selalu ramah disabilitas khas pak Anies. ️,positif
1220,Pembaruan Peta Terkini 14 Koridor Transjakarta,netral
1221,menuju senja bersama busway @PT_Transjakarta,netral
1222,Dear @PT_Transjakarta Tolong klarifikasi apakah ini panggilan resmi dari mitra anda Terima kasih,netral
1223,warga ciledug bisa semudah ini naik krl dari integrasi transportasi transjakarta rute 13 via skybridge kebayoran,positif
1224,Dear @PT_Transjakarta 3 halte kalian (Jatipadang SMK 57 Dep Pertanian) alat pembayaran tunainya error. Smp saat ini belum ada teknisi yg nongol. MOHON ATENSINYA ( kl ndak krn kebaikan petugas d Jatipadang yg ngorbanin QRISnya mnkn byk customer yg tdk bs naik TJ),negatif
1225,Kritik to @PT_Transjakarta mohon utk rute Blok M-Ragunan Via Kemang diperbanyak armadanya dong? Tiap hari nunggu hingga sejaman kalu mau naik. Di terminal Blok M juga kalau pagi antriannya mengular karena buswaynya lama datangnya. Imbasnya masuk kerja selalu telat dan amp potong gaji!,negatif
1226,Good news layanan TransJakarta rute 7E Kp. Rambutan - Ragunan mendadak ditunda pemberhentian operasionalnya. dilanjutkan beroperasional seperti biasa,positif
1227,Sebagai pengguna setia jaklingko/TJ diantara semua mesin2 tap yg disediakan jenis ini yg paling enak nyaman satset gapake drama sekian detik. Perbanyak plis kalo perlu ganti smua jadi gini min.,positif
1228,Kritik buat @PT_Transjakarta itu armadanya banyak sekali ngetem di Terminal Ragunan dan sopirnya pada santai ngopi-ngopi sementara penumpang telantar nunggu lama disepanjang jalan yang mereka lalui. Mohon untuk ditertibkan bila perlu pasang alarm pengingat di untuk segera jalan.,negatif
1229,Perbaikan lift halte @PT_Transjakarta Cikoko Cawang sudah berbulan bulan belum selesai. Ada apa? Mohon penjelasan.,negatif
1230,Admin mohon maaf saya mau komplain lagi @PT_Transjakarta ini saya lagi bingung salahnya dimana. Kenapa kepotong 5x lagi ya? Harusnya cuma 3x. Ini jadinya saldo saya habis kepotong mulu. Mohon pencerahannya admin,negatif
1231,Pastikan juga untuk follow akun instagram @infotije untuk mengetahui info terkini seputar operasional dan layanan Transjakarta lainnya.,netral
1232,@PT_Transjakarta contoh kebijakan plintat plintut karena yang bikin kebijakan gak paham lapangan gak punya point of view pengguna.,negatif
1233,Dan terjadi lagi dipotong 2x Udh tap in di Halte Tanah Abang disuruh tap di dlm bis 9D sm petugasnya nah kepotong 2x kan. Kudu gmn ini @PT_Transjakarta ??,negatif
1234,Gw sampe skrg trauma naik KRL mending naik transjakarta,positif
1235,Nikmat rumah dekat kantor bisa naik MRT/TransJakarta mana yang kamu dustakan,netral
1236,Hujan macet naik transjakarta ac nya dingin banget.. lengkap sudah penderitaan kebelet pipis ini,negatif
1237,Kapan nih @PT_Transjakarta @lrtjkt @JaklingkoID_ bikin jembatan penghubung dari LRT ke BRT Pulomas? Kasian penumpang kalo musim ujan atau bawa barang banyak blm terakomodasi dg layak,negatif
1238,suatu hari di transjakarta setiap ada aku dan teman teman,netral
1239,Mau buat beginian dah untuk lift dari transjakarta ke stasiun Cawang yang gak bener-bener sampe sekarang hehee,negatif
1240,ekspektasi gw terhadap indonesia: semoga semua kota di indonesia punya sistem transportasi umum secanggih transjakarta/jaklingko,positif
1241,bener2 basah kehujanan trus transjakarta jg lagi dingin dinginnya Berasa kutub selatan via jakarta wkkwkw,negatif
1242,Min bis koridor 4 yg biasa tosari ke arah pemuda rawamangun masih beroperasi ga ya? Saya mau ke daerah situ dari halte tosari/bund HI. Info dong tks @PT_Transjakarta,netral
1243,Min please ini tj ke arah Ancol dr Matraman 2 tuh berapa lama siiii spare waktunya sama tj yg lain? Gilak udah setengah jam ini nunggu @PT_Transjakarta,negatif
1244,Sore bus 5N arah kp melayu posisinya di mana ya? Saya di halte wira @PT_Transjakarta,netral
1245,Hayolo @PT_Transjakarta ni Puribeta - Petukangan Utara udah macet ada rute poros dari JORR gak?,negatif
1246,Min @PT_Transjakarta plis K13 kasih poros dari JORR pada ga keangkut,negatif
1247,Di jalur tj sudirman sering liat bus yang bukan tj lewat jalur tj min Apa itu dibolehin? @PT_Transjakarta,negatif
1248,Min @PT_Transjakarta kalau mau ke wisma mulia naik bus koridor apa aja ya,netral
1249,kalau mau ke kota tua dari bkn naik koridor berapa ya min? @PT_Transjakarta,netral
1250,halo apakah bis 7b selalu lewat halte tirtayasa? terimakasih @PT_Transjakarta,netral
1251,Min @PT_Transjakarta kalo mau ke the east tower dari menteng atas barat gimana ya?,netral
1252,min bus 9 udah 30 menit ga lewat halte kemanggisan nih udah 2 hari kaya gini @PT_Transjakarta,negatif
1253,Kak @PT_Transjakarta Dari halte RS Harapan Bunda ke halte Gatsu Lipi naiknya bis nomor brp ya? Tks,netral
1254,Min @PT_Transjakarta kalo mau ke rusun tambora dari Flyover Raya Bogor (deket RS Pasar Rebo) rutenya gimana ya?,netral
1255,hai kak @PT_Transjakarta dari Arkadia Green Park TB Simatupang ke MRT Fatmawati / MRT Lebak Bulus naik tj rute mana yaa? thank you,netral
1256,Duhhh nunggu bus 10H suka lama nih akhir akhir ini. Bisa gak sih diperbanyakkk bus 10H?? Nunggu nya bs 20 menit sendiri @PT_Transjakarta,negatif
1257,mau laporin barang tertinggal/terjatuh di bus R1A keberangkatan dari halte pluit dan turun di halte margasatwa 2 sekitar jam 9an pagi @PT_Transjakarta,netral
1258,halo min mau tanya kalau dari stasiun jakarta kota mau ke halte landmark auto plaza naik dari halte dan koridor berapa ya? terima kasih @PT_Transjakarta,netral
1259,min mau tanya. kalo naik tj dari rawa buaya ke pik 2 rute nya gimana ya? thank u min @PT_Transjakarta,netral
1260,Halo @PT_Transjakarta saya mau laporan salah satu pengemudi mikrotrans jak 93 tidak berhenti di bus stop antena 3 ketika saya memanggilnya kejadiannya hari ini pukul 21.15 di bus stop antena 3 namun saya tidak mengetahui nomor kendaraannya terimakasih,negatif
1261,"Halo min @PT_Transjakarta apa tidak ada rencana revitalisasi halte lebak bulus? Saya rasa sebagai halte awal, akhir untuk Koridor 8 dan 6H sudah tidak cukup. Terlebih antrian untuk penaikan Ciputat di jam2 sibuk bisa sampai keluar2 halte. Sering saya tidak bisa keluar dari",negatif
1262,gatau sih mungkin tiap hari harus mention @PT_Transjakarta selama ini nunggu bus koridor 8 dan itupun jarang sedangkan penumpang bejibun,negatif
1263,Tj 8E bintaro arah blok m mana sih? gak lewat2 yaaAllah.. udah 1 jam nunggu. @PT_Transjakarta,negatif
1264,Minn info dong @PT_Transjakarta kalau mau ke Mall taman anggrek dari halte gbk naik rute apa ya?,netral
1265,T11 juga dong! Jelas selalu rame gitu kok yang ke/dari GBK atau Bunsen kenapa di-cut sih rutenya kocak amat decisionnya @PT_Transjakarta,negatif
1266,min @PT_Transjakarta seperti biasa numpuk di velbak min arah ke tendean-kuningan barangkali bs ditambah bis kosong gt,negatif
1267,Udah deh kata gua mah transjakarta mendingan naik tarif gitu daripada maksain 3500. Jujur gak siap banget transit dari Halte Cawang terus pindah ke bus stop Cawang buat naik arah Bekasi,negatif
1268,Halo min @PT_Transjakarta untuk 1B/1F mulai beroperasi ke arah stasiun Palmerah Jam berapa?,netral
1269,Min @PT_Transjakarta TJ 13 ; 13C arah Dukuh Atas ; Tendean ke halte Mayestik kenapa gak dateng-dateng ya sudah 30 menit?,negatif
1270,Penyambungan pipa air milik PAM Jaya ke semua halte Transjakarta itu ditargetkan rampung pada pertengahan 2025.,netral
1271,Layanan Rute Jak 59: Rawamangun - Tanah Merah mengalami perpendekan rute menjadi Rawamangun - Jl Boulevard Raya dikarenakan adanya genangan air di sekitar Jl Tanah Merah. Mohon maaf atas ketidaknyamanannya.,netral
1272,Layanan Rute Jak 112: Terminal Tanah Merah - Pulogadung mengalami perpendekan rute menjadi Pulogadung - Jl Boulevard Raya dikarenakan adanya genangan air di sekitar Jl Tanah Merah. Mohon maaf atas ketidaknyamanannya.,netral
1273,Min @PT_Transjakarta posisi 5M ke arah kp melayu dimana ya? Saya posisi di perguruan cikini,netral
1274,Layanan Rute 5N: Ragunan - Kp.Melayu mengalami pengalihan rute dikarenakan adanya genangan air di sekitar Pasar Kambing. Sementara arah Kp.Melayu tidak melayani Bus stop Pasar Warung Buncit s/d Gg.Haji Abdul Wahab.,netral
1275,Layanan Rute Jak 29: TJ Priok - Sukapura mengalami pengalihan rute karena adanya kontainer bongkar muat di sekitar Jl. Ampea. Sementara arah Sukapura tidak melayani bus stop Mbah Priok.,netral
1276,Layanan Rute Jak 77: Tanjung Priok - Jembatan Hitam saat ini tidak dapat melayani pelanggan karena adanya genangan air pada beberapa jalur lintasan yang dilalui. Mohon maaf atas ketidaknyamanannya.,netral
1277,Layanan Rute Jak 34: Terminal Rawamangun - Terminal Klender mengalami pengalihan rute karena adanya penutupan jalan di sekitar Jl. Jatinegara Kaum. Sementara arah Klender tidak melayani bus stop Giant hingga Industri Mebel,netral
1278,Layanan Rute Jak 35: Pangkalan Jati - Rawamangun mengalami pengalihan rute karena adanya penutupan jalan di sekitar Jl. Jatinegara Kaum. Sementara arah Rawamangun tidak melayani bus stop Sbr Makam Pangeran Jayakarta hingga Total Buah.,netral
1279,Layanan Rute Jak 35: Rawamangun - Pangkalan Jati mengalami pengalihan rute karena adanya penutupan jalan di sekitar Jl. Jatinegara Kaum. Sementara arah Pangkalan Jati tidak melayani bus stop Pasar Rawamangun hingga Industri Mebel.,netral
1280,Layanan Rute Jak 90: Terminal Tj Priok - Rusun Kemayoran mengalami pengalihan rute karena adanya genangan air di sekitar Jl. Danau Sunter Utara. Sementara arah Rusun Kemayoran tidak melayani bus stop Jl. Gaya Motor Raya hingga Jl. Gaya Motor 1,netral
1281,Ingin menghemat waktu dan uang saat jalan-jalan? Naik TransJakarta dengan membayar menggunakan Astrapay dan top-up saldo di Bank BCA. Perjalanan jadi lebih efisien!,netral
1282,Mohon maaf bgt ini busway @PT_Transjakarta ada apa ya deket gedung DPR MPR? Kok stuck sampe mau evakuasi?,negatif
1283,TRANSJAKARTA TOLONG BENERIN ALAT TOPUP LU ITU DAMN BAGAIMAN GW BERANGKAT BESOK,negatif
1284,buat naik krl transjakarta mrt lrt sama jaklingko mending pake e-money atau flazz ya? yang gampang diisi saldonya dan gak sering error. thank you ️,netral
1285,kalo mau tau rute transjakarta dan mrt trs cara bayarnya sama bikin kartunya gimana tuh ada panduannya ga ya? kayak aplikasi dan lainnya? maaf banget soalnya baru pertama kali ngerantau di jakarta makasihhhh,netral
1286,Udah 2 jam kejebak di TJ kor 8. Dari halte Damai sampai Jelambar 2 jam. Ada apa sih Min @PT_Transjakarta,negatif
1287,Menurut gue armada transjakarta kudu diperbanyak ni di rush hour deh anjir. Capek bgt nunggunya,negatif
1288,mencoba jalur transjakarta yg berbeda buat pulang di hari rabu adalah sebuah kesalahan besar.,negatif
1289,awal-awal gue kaget naik transjakarta mau ke tendean tp namanya jadi tegal mampang ajg shock bgt.,negatif
1290,@PT_Transjakarta Yg dari BSD atau Bintaro gitu dong min,netral
1291,TransJakarta rute baru Pulogadung-Kantor Wali Kota Jakarta Utara melalui Tipar Cakung (10M) dihentikan sementara. Hal tersebut imbas dari penolakan sopir angkot di Tipar Cakung.,negatif
1292,mau tanya kalau pesan royal trans skrg lewat app atau lgsg antri saja ya @PT_Transjakarta kebetulan mau naik dr cibubur-blok M,netral
1293,min cara naik TJ dari Cibubur junction ke Ancol rute nya mana aja dan transitnya dmn saja. Makasih @PT_Transjakarta,netral
1294,Uda nunggu s11 sejam di kebon jeruk gws dh @PT_Transjakarta,negatif
1295,"Guys, para pengguna TransJakarta, bus paling ramai itu nomor berapa kalian tahu? Kapan kita harus tap in dan tap out dan kapan tidak? Soalnya, waktu itu ada mbak-mbak yang tidak tap in tap out, terus pas saya tanya katanya gratis.",netral
1296,@PT_Transjakarta Jalur tangsel-jaksel dibuat tiap hari juga dong,netral
1297,yang bener aja dari Halte Roxy ke Halte Grogol aja bisa kena macet karena mobil pribadi di jalur busway di jam sibuk rugi waktu dong @PT_Transjakarta Tolong selalu sediakan penjaga jalur busway saat traffic jam agar kendaraan pribadi gak masuk bikin macet jalur busway!,negatif
1298,Min 1N msh ada ga ya? Operasionalny jm brp ya? @PT_Transjakarta,netral
1299,ujan pagi2 ditambah kebijakan baru terbodoh 2024 b21 @PT_Transjakarta emg perfect combo buat merusak hari sih,negatif
1300,Halo @PT_Transjakarta ini tj nya mogok di tengah jalan sebelum halte cawang uki mitigasi nya apa ya?,negatif
1301,Hari ini pling malem jam berapa ya min T11 dr petmburan? @PT_Transjakarta,netral
1302,sekitar 10 bus terjebak di jalur terhambat armada @PT_Transjakarta yg gangguan teknis. Dulu sudah saya sampaikan agar setiap 500 meter dibuatkan sodetan untuk bis keluar masuk jalur jadi klo ada yg mogok pelayanan tidak terganggu,negatif
1303,dari stasiun jatinegara ke central park naik mana aja ya? tks @PT_Transjakarta,netral
1304,.@PT_Transjakarta Hai min apakah tj dari cawang ke sumarecon bekasi beroperasi?,netral
1305,Kalau dari halte Gambir II mau ke halte Balai Kota naik transjakarta yang mana ya? @PT_Transjakarta,netral
1306,dari kalideres mau ke juanda hari ini ga perlu transit kah kalau naik tj? @PT_Transjakarta,netral
1307,Halo saya ingin melaporkan TJ-0662 arah BSD - Jelambar. Saya tidak tau data supirnya tepat hari ini saya mendapatkan beberapa perlakuan tidak baik dari Sang Supir @PT_Transjakarta,negatif
1308,Tangki bahan bakar bus Transjakarta berapa liter min @PT_Transjakarta Macetnya ngga karu-karuan di Grogol,negatif
1309,Min @PT_Transjakarta 1B dari Palmerah kok udah lebih dari setengah jam engga ada mohon infonya,negatif
1310,kalau dari halte rs islam ke halte ke halte pasar kebayoran lama naik transjakarta no berapa? @PT_Transjakarta,netral
